Date,Negative Score,Neutral Score,Positive Score,Compound Score,count
2021/7/30,0.169,2.599,0.231,1.0522,3
2021/7/31,0.021,0.869,0.11,0.9992,1
2021/8/1,0.031,0.896,0.073,0.9895,1
2021/8/2,0.105,1.659,0.236,1.9754,2
2021/8/3,0.153,3.539,0.309,2.0261,4
2021/8/4,0.021,0.928,0.051,0.9801,1
2021/8/5,0.134,3.545,0.321,3.931,4
2021/8/6,0.054,1.705,0.242,1.9968,2
2021/8/8,0.089,2.768,0.143,2.764,3
2021/8/9,0.136,2.618,0.246,1.6825,3
2021/8/10,0.141,2.63,0.228,2.7772,3
2021/8/11,0.043,0.818,0.139,0.999,1
2021/8/12,0.041,0.85,0.108,0.9955,1
2021/8/13,0.17,2.571,0.26,2.8449,3
2021/8/14,0.016,0.908,0.076,0.9849,1
2021/8/15,0.043,0.856,0.101,0.9966,1
2021/8/16,0.168,2.557,0.275,1.8901,3
2021/8/17,0.136,2.597,0.267,0.9952,3
2021/8/18,0.096,2.667,0.239,2.8431,3
2021/8/19,0.058,0.798,0.143,0.9969,1
2021/8/20,0.103,1.672,0.224,1.9911,2
2021/8/23,0.028,0.869,0.103,0.9778,1
2021/8/24,0.145,4.492,0.364,2.7962,5
2021/8/25,0.087,1.753,0.16,1.9879,2
2021/8/26,0.069,0.859,0.073,0.5864,1
2021/8/27,0.09,2.617,0.293,2.9881,3
2021/8/28,0.021,0.897,0.082,0.9932,1
2021/8/29,0.027,0.852,0.122,0.997,1
2021/8/30,0.022,0.873,0.106,0.9935,1
2021/8/31,0.136,1.706,0.158,1.8174,2
2021/9/1,0.059,1.762,0.18,1.9763,2
2021/9/2,0.091,2.683,0.227,2.8831,3
2021/9/3,0.075,0.827,0.098,0.9761,1
2021/9/4,0.025,0.861,0.114,0.9967,1
2021/9/5,0.038,0.873,0.088,0.998,1
2021/9/7,0.048,1.844,0.108,1.9363,2
2021/9/9,0.054,1.757,0.188,1.9932,2
2021/9/10,0.023,0.92,0.057,0.9797,1
2021/9/11,0.018,0.904,0.078,0.999,1
2021/9/12,0.042,0.917,0.042,0.0441,1
2021/9/13,0.186,3.448,0.366,3.807,4
2021/9/14,0.032,0.905,0.063,0.952,1
2021/9/16,0.071,0.795,0.134,0.9942,1
2021/9/17,0.142,1.674,0.184,0.1318,2
2021/9/19,0.031,0.853,0.116,0.9987,1
2021/9/20,0.087,0.865,0.048,-0.9904,1
2021/9/21,0.035,0.889,0.075,0.8674,1
2021/9/24,0.052,1.781,0.168,1.9844,2
2021/9/26,0.192,3.433,0.375,3.8553,4
2021/9/27,0.24,4.455,0.306,2.4041,5
2021/9/28,0.034,0.851,0.115,0.9982,1
2021/9/30,0.081,0.861,0.058,-0.885,1
2021/10/1,0.077,1.798,0.125,1.9405,2
2021/10/2,0.034,0.877,0.09,0.9874,1
2021/10/3,0.018,0.914,0.069,0.9934,1
2021/10/4,0.077,2.646,0.277,2.8652,3
2021/10/5,0.213,2.609,0.178,-0.7156,3
2021/10/6,0.058,1.745,0.197,1.9699,2
2021/10/7,0.132,3.541,0.327,3.9019,4
2021/10/8,0.331,5.122,0.546,3.9111,6
2021/10/9,0.031,0.843,0.126,0.9992,1
2021/10/10,0.063,0.788,0.149,0.9983,1
2021/10/11,0.066,0.867,0.067,-0.7479,1
2021/10/12,0.224,3.532,0.244,0.3001,4
2021/10/13,0.056,1.746,0.199,1.9438,2
2021/10/14,0.018,0.898,0.084,0.9974,1
2021/10/15,0.026,0.866,0.108,0.9898,1
2021/10/16,0.021,0.86,0.119,0.9997,1
2021/10/17,0.103,0.803,0.094,-0.8493,1
2021/10/18,0.095,1.753,0.152,0.0751,2
2021/10/20,0.136,3.495,0.369,3.9509,4
2021/10/21,0.222,2.543,0.234,-0.8748,3
2021/10/22,0.108,2.658,0.236,2.4717,3
2021/10/25,0.198,4.399,0.404,4.3337,5
2021/10/26,0.338,6.704,0.958,7.6116,8
2021/10/27,0.174,3.467,0.359,3.9393,4
2021/10/28,0.167,4.394,0.44,4.7663,5
2021/10/29,0.369,5.919,0.711,4.9645,7
2021/10/31,0.062,0.839,0.1,0.9865,1
2021/11/1,0.037,1.808,0.155,1.9671,2
2021/11/2,0.128,3.554,0.318,3.895,4
2021/11/3,0.261,7.086,0.654,7.1517,8
2021/11/4,0.497,8.686,0.818,4.2051,10
2021/11/5,0.065,1.73,0.204,1.9423,2
2021/11/6,0.065,2.702,0.232,2.982,3
2021/11/7,0.11,3.486,0.404,3.9889,4
2021/11/8,0.204,5.241,0.555,5.785,6
2021/11/9,0.382,7.646,0.973,8.8386,9
2021/11/10,0.188,5.329,0.484,4.5875,6
2021/11/11,0.266,7.607,1.126,8.8383,9
2021/11/12,0.186,6.295,0.519,6.0703,7
2021/11/13,0.018,0.897,0.085,0.9935,1
2021/11/14,0.08,0.809,0.111,0.85,1
2021/11/15,0.029,1.839,0.13,1.8716,2
2021/11/16,0.085,3.503,0.413,3.951,4
2021/11/17,0.134,4.461,0.405,4.7918,5
2021/11/18,0.097,2.697,0.205,2.7943,3
2021/11/19,0.036,0.899,0.065,0.9683,1
2021/11/20,0.043,0.893,0.064,0.8357,1
2021/11/22,0.225,3.501,0.275,0.0518,4
2021/11/23,0.058,0.842,0.1,0.9873,1
2021/11/24,0.091,1.712,0.197,1.908,2
2021/11/25,0.023,0.912,0.065,0.9783,1
2021/11/26,0.056,1.738,0.206,1.9969,2
2021/11/27,0.028,0.918,0.054,0.9246,1
2021/11/29,0.034,2.747,0.22,2.9552,3
2021/11/30,0.092,1.661,0.247,1.9941,2
2021/12/1,0.029,0.921,0.05,0.993,1
2021/12/2,0.032,0.874,0.094,0.9936,1
2021/12/3,0.179,3.452,0.37,3.0584,4
2021/12/5,0.009,0.925,0.066,0.9979,1
2021/12/6,0.2,3.526,0.275,1.2054,4
2021/12/7,0.237,7.085,0.678,7.6948,8
2021/12/8,0.047,0.863,0.09,0.9892,1
2021/12/9,0.151,2.524,0.325,2.954,3
2021/12/10,0.251,5.308,0.442,3.9182,6
2021/12/11,0.101,2.628,0.271,2.9921,3
2021/12/13,0.176,2.559,0.266,2.9458,3
2021/12/14,0.102,4.549,0.349,3.0278,5
2021/12/15,0.07,1.818,0.111,1.8018,2
2021/12/16,0.059,0.872,0.069,0.552,1
2021/12/17,0.01,0.907,0.083,0.9975,1
2021/12/18,0.064,0.859,0.077,0.9042,1
2021/12/20,0.345,5.125,0.529,1.9229,6
2021/12/21,0.118,2.644,0.24,2.8164,3
2021/12/22,0.186,4.449,0.365,3.4071,5
2021/12/23,0.122,2.576,0.302,2.5687,3
2021/12/24,0.059,0.819,0.122,0.886,1
2021/12/26,0.016,0.893,0.09,0.9967,1
2021/12/27,0.122,2.603,0.275,2.9853,3
2021/12/28,0.049,0.893,0.058,0.8331,1
2021/12/29,0.107,4.459,0.435,4.7528,5
2021/12/30,0.118,2.668,0.213,2.5365,3
2021/12/31,0.11,1.71,0.18,1.7006,2
2022/1/1,0.027,0.899,0.074,0.9829,1
2022/1/2,0.11,1.767,0.123,-0.0129,2
2022/1/3,0.218,7.154,0.628,5.7267,8
2022/1/4,0.268,5.278,0.452,3.5603,6
2022/1/5,0.02,1.891,0.089,1.9591,2
2022/1/6,0.448,6.868,0.684,5.8957,8
2022/1/7,0.093,1.663,0.244,1.994,2
2022/1/9,0.069,1.772,0.16,1.9882,2
2022/1/10,0.122,1.734,0.144,0.9311,2
2022/1/11,0.076,1.815,0.108,1.6364,2
2022/1/12,0.033,0.812,0.155,0.9995,1
2022/1/13,0.065,1.797,0.138,1.8474,2
2022/1/14,0.108,3.584,0.306,3.6056,4
2022/1/15,0.15,2.558,0.293,1.0421,3
2022/1/17,0.021,0.903,0.076,0.9953,1
2022/1/18,0.216,4.416,0.368,4.7448,5
2022/1/19,0.068,0.879,0.053,-0.9025,1
2022/1/21,0.044,0.882,0.074,0.9941,1
2022/1/22,0.007,0.921,0.072,0.9922,1
2022/1/23,0.066,0.785,0.148,0.999,1
2022/1/24,0.161,2.601,0.239,1.0361,3
2022/1/25,0.158,4.45,0.393,4.9143,5
2022/1/26,0.136,3.517,0.347,2.9234,4
2022/1/27,0.222,6.026,0.749,6.9235,7
2022/1/28,0.201,4.383,0.416,4.7562,5
2022/1/29,0.023,0.929,0.048,0.9595,1
2022/1/30,0.121,1.741,0.138,0.0896,2
2022/1/31,0.021,0.939,0.041,0.6858,1
2022/2/1,0.107,3.518,0.374,3.9182,4
2022/2/2,0.018,0.84,0.142,0.9963,1
2022/2/3,0.063,0.853,0.084,0.743,1
2022/2/4,0.294,4.16,0.547,4.9485,5
2022/2/5,0.143,3.572,0.284,3.877,4
2022/2/6,0.227,3.202,0.571,3.9893,4
2022/2/7,0.161,2.661,0.178,0.7234,3
2022/2/8,0.076,1.768,0.156,1.7627,2
2022/2/9,0.11,1.761,0.13,1.5683,2
2022/2/10,0.26,4.317,0.424,2.6986,5
2022/2/11,0.061,1.758,0.182,1.9703,2
2022/2/13,0.032,0.87,0.098,0.9906,1
2022/2/14,0.17,2.455,0.375,2.993,3
2022/2/15,0.135,3.468,0.398,3.4359,4
2022/2/17,0.186,3.498,0.315,1.2371,4
2022/2/18,0.106,0.723,0.171,0.9184,1
2022/2/19,0.197,1.613,0.19,-0.8867,2
2022/2/21,0.069,2.713,0.219,2.9787,3
2022/2/22,0.089,2.701,0.209,2.7556,3
2022/2/23,0.084,2.69,0.226,2.9351,3
2022/2/24,0.161,2.629,0.209,-0.8758,3
2022/2/26,0.143,2.644,0.212,1.0171,3
2022/2/28,0.026,0.896,0.078,0.9824,1
2022/3/1,0.145,2.583,0.272,1.0423,3
2022/3/2,0.03,1.771,0.199,1.9931,2
2022/3/3,0.201,2.595,0.204,-0.3633,3
2022/3/4,0.254,4.301,0.444,2.7433,5
2022/3/5,0.057,0.84,0.103,0.9963,1
2022/3/9,0.217,3.413,0.37,1.682,4
2022/3/10,0.057,3.605,0.337,3.97,4
2022/3/11,0.071,1.768,0.16,1.9327,2
2022/3/12,0.129,2.637,0.234,1.0383,3
2022/3/13,0.066,0.863,0.071,0.4993,1
2022/3/14,0.156,1.704,0.14,-1.6356,2
2022/3/15,0.035,0.88,0.084,0.9902,1
2022/3/16,0.085,0.8,0.115,0.9815,1
2022/3/18,0.183,1.7,0.116,-0.2814,2
2022/3/19,0.039,0.925,0.036,-0.4724,1
2022/3/20,0.082,1.7,0.218,1.9934,2
2022/3/22,0.216,4.393,0.39,4.7141,5
2022/3/23,0.168,2.635,0.198,0.457,3
2022/3/24,0.026,0.898,0.076,0.9648,1
2022/3/25,0.037,0.869,0.094,0.9979,1
2022/3/27,0.078,0.838,0.084,0.5803,1
2022/3/28,0.444,6.049,0.507,-0.875,7
2022/3/29,0.222,4.269,0.507,2.025,5
2022/3/30,0.148,1.71,0.141,-0.0051,2
2022/3/31,0.252,4.255,0.495,2.2773,5
2022/4/1,0.073,0.885,0.042,-0.9721,1
2022/4/2,0.055,0.912,0.033,-0.9136,1
2022/4/4,0.443,7.772,0.786,2.7215,9
2022/4/5,0.326,6.056,0.616,6.6912,7
2022/4/6,0.326,5.066,0.607,4.2042,6
2022/4/7,0.357,4.252,0.392,0.9698,5
2022/4/8,0.213,5.354,0.435,3.6309,6
2022/4/10,0.05,0.833,0.118,0.9987,1
2022/4/11,0.318,7.15,0.532,5.2675,8
2022/4/12,0.296,3.417,0.287,1.692,4
2022/4/13,0.052,0.901,0.047,-0.7235,1
2022/4/14,0.388,5.162,0.451,1.9223,6
2022/4/15,0.257,3.419,0.325,1.7261,4
2022/4/16,0.122,3.594,0.285,3.5078,4
2022/4/17,0.135,2.596,0.27,2.9647,3
2022/4/18,0.336,5.279,0.384,1.8648,6
2022/4/19,0.107,1.656,0.237,1.9772,2
2022/4/20,0.141,3.572,0.287,3.8643,4
2022/4/21,0.382,6.002,0.615,3.3202,7
2022/4/22,0.224,4.29,0.486,3.2275,5
2022/4/23,0.055,0.809,0.136,0.9981,1
2022/4/25,0.205,6.276,0.518,6.7678,7
2022/4/26,0.531,8.616,0.852,7.7439,10
2022/4/27,0.408,7.71,0.88,7.9522,9
2022/4/28,0.38,7.039,0.581,5.9546,8
2022/4/29,0.333,5.969,0.697,5.6937,7
2022/4/30,0.041,0.864,0.094,0.9896,1
2022/5/1,0.12,0.795,0.085,-0.9832,1
2022/5/3,0.123,2.678,0.199,2.6922,3
2022/5/4,0.409,4.244,0.346,0.9796,5
2022/5/5,0.028,2.647,0.324,2.9852,3
2022/5/6,0.178,3.401,0.42,2.1238,4
2022/5/7,0.079,0.898,0.022,-0.9745,1
2022/5/9,0.158,2.548,0.293,1.3047,3
2022/5/10,0.284,5.247,0.469,2.0122,6
2022/5/11,0.289,3.281,0.429,1.9585,4
2022/5/12,0.109,1.742,0.148,0.0105,2
2022/5/13,0.37,6.078,0.553,2.9958,7
2022/5/14,0.14,1.679,0.181,1.9409,2
2022/5/15,0.238,3.446,0.318,1.9479,4
2022/5/16,0.089,1.801,0.11,1.638,2
2022/5/17,0.141,2.572,0.287,2.792,3
2022/5/18,0.329,5.201,0.468,3.7513,6
2022/5/19,0.468,4.179,0.353,-0.9511,5
2022/5/20,0.035,0.834,0.131,0.9961,1
2022/5/21,0.092,1.758,0.149,0.2161,2
2022/5/23,0.062,0.878,0.06,-0.6724,1
2022/5/24,0.129,2.615,0.258,2.6545,3
2022/5/25,0.273,4.301,0.427,2.7564,5
2022/5/26,0.191,3.36,0.448,3.9468,4
2022/5/27,0.115,2.664,0.221,2.8021,3
2022/5/28,0.04,0.897,0.063,0.9716,1
2022/5/30,0.039,0.865,0.096,0.994,1
2022/6/6,0.088,3.517,0.395,3.9293,4
2022/6/7,0.113,2.694,0.193,1.8781,3
2022/6/8,0.079,1.752,0.168,1.971,2
2022/6/9,0.275,6.187,0.538,4.9225,7
2022/6/10,0.181,2.547,0.273,1.2448,3
2022/6/11,0.016,0.883,0.101,0.8834,1
2022/6/13,0.084,2.637,0.279,2.9289,3
2022/6/14,0.09,1.77,0.14,1.9541,2
2022/6/15,0.25,5.24,0.513,3.8822,6
2022/6/16,0.154,3.57,0.278,2.5181,4
2022/6/17,0.193,2.624,0.183,-0.8867,3
2022/6/18,0.036,0.884,0.081,0.9985,1
2022/6/19,0.165,1.666,0.168,-0.1345,2
2022/6/20,0.031,0.894,0.075,0.9988,1
2022/6/21,0.132,2.627,0.24,1.0103,3
2022/6/22,0.228,3.441,0.329,0.1642,4
2022/6/23,0.237,3.477,0.287,1.3503,4
2022/6/25,0.032,0.911,0.058,0.9871,1
2022/6/26,0.031,0.875,0.094,0.9977,1
2022/6/27,0.009,0.928,0.063,0.9842,1
2022/6/28,0.114,2.713,0.174,0.829,3
2022/6/29,0.183,3.495,0.322,3.1265,4
2022/6/30,0.218,6.214,0.568,5.4466,7
2022/7/2,0.051,0.885,0.064,0.5913,1
2022/7/4,0.192,2.649,0.16,-1.0229,3
2022/7/5,0.274,3.427,0.298,0.0787,4
2022/7/6,0.117,2.581,0.3,2.9748,3
2022/7/7,0.141,2.678,0.18,0.9174,3
2022/7/8,0.175,4.417,0.408,4.8687,5
2022/7/9,0.297,3.334,0.37,3.7271,4
2022/7/10,0.239,2.449,0.309,1.0253,3
2022/7/11,0.386,5.146,0.467,2.3713,6
2022/7/12,0.335,4.332,0.333,0.2202,5
2022/7/13,0.176,2.535,0.289,1.1929,3
2022/7/14,0.188,5.365,0.447,4.1539,6
2022/7/15,0.263,3.434,0.301,0.6675,4
2022/7/16,0.026,0.855,0.119,0.9997,1
2022/7/17,0.236,2.457,0.307,2.9011,3
2022/7/18,0.033,0.851,0.116,0.9939,1
2022/7/19,0.097,0.843,0.06,-0.9785,1
2022/7/20,0.26,3.381,0.36,1.0906,4
2022/7/21,0.388,7.018,0.594,4.6142,8
2022/7/22,0.335,4.21,0.455,2.7564,5
2022/7/23,0.135,1.71,0.156,0.8902,2
2022/7/24,0.149,2.576,0.274,2.2409,3
2022/7/25,0.225,5.353,0.422,3.5833,6
2022/7/26,0.125,2.605,0.27,2.9597,3
2022/7/28,0.288,5.162,0.549,5.8445,6
2022/7/29,0.18,2.568,0.253,1.0657,3
2022/7/30,0.1,2.587,0.313,2.9061,3
2022/7/31,0.031,0.878,0.091,0.9917,1
2022/8/1,0.158,2.648,0.194,0.9047,3
2022/8/2,0.129,2.532,0.339,2.93,3
2022/8/3,0.162,2.616,0.222,2.6763,3
2022/8/4,0.018,0.933,0.049,0.9871,1
2022/8/5,0.264,6.285,0.451,4.9804,7
2022/8/6,0.287,5.231,0.483,5.6769,6
2022/8/8,0.141,2.633,0.226,0.4738,3
2022/8/9,0.014,0.919,0.067,0.9895,1
2022/8/10,0.152,2.61,0.239,2.1714,3
2022/8/12,0.1,1.699,0.2,1.9549,2
2022/8/13,0.025,0.898,0.076,0.9987,1
2022/8/14,0.063,0.823,0.114,0.9944,1
2022/8/17,0.048,0.863,0.089,0.9861,1
2022/8/18,0.029,0.899,0.072,0.9648,1
2022/8/19,0.263,4.303,0.435,2.9858,5
2022/8/21,0.112,1.779,0.109,-0.0129,2
2022/8/22,0.259,4.321,0.421,2.6229,5
2022/8/23,0.17,1.697,0.133,-1.8485,2
2022/8/24,0.289,3.345,0.366,1.9374,4
2022/8/25,0.145,3.51,0.347,2.0935,4
2022/8/26,0.035,1.783,0.181,1.9863,2
2022/8/29,0.234,2.425,0.341,0.9932,3
2022/8/30,0.308,4.171,0.521,2.8919,5
2022/8/31,0.144,2.54,0.317,2.849,3
2022/9/1,0.183,3.565,0.251,1.7234,4
2022/9/2,0.016,0.941,0.042,0.9161,1
2022/9/3,0.078,0.837,0.085,0.1531,1
2022/9/6,0.07,0.875,0.055,-0.9633,1
2022/9/7,0.173,2.58,0.247,0.9954,3
2022/9/8,0.24,2.488,0.271,0.9343,3
2022/9/9,0.085,2.649,0.266,2.9828,3
2022/9/10,0.095,1.712,0.193,1.8566,2
2022/9/12,0.064,0.811,0.125,0.9961,1
2022/9/13,0.08,3.674,0.246,3.8317,4
2022/9/14,0.136,4.397,0.467,4.8014,5
2022/9/16,0.04,0.794,0.166,0.9976,1
2022/9/17,0.053,0.871,0.076,0.9964,1
2022/9/18,0.074,1.725,0.2,1.9938,2
2022/9/19,0.055,0.859,0.085,0.9891,1
2022/9/20,0.024,0.923,0.054,0.9633,1
2022/9/21,0.239,2.548,0.213,0.9703,3
2022/9/22,0.065,1.765,0.17,1.8465,2
2022/9/23,0.12,0.823,0.057,-0.9786,1
2022/9/25,0.049,0.868,0.083,0.9923,1
2022/9/27,0.124,1.76,0.116,-0.8415,2
2022/9/28,0.137,2.564,0.298,2.9734,3
2022/9/29,0.096,1.699,0.205,1.9871,2
2022/9/30,0.093,1.753,0.154,1.9409,2
2022/10/1,0.105,2.67,0.225,2.9678,3
2022/10/2,0.023,0.919,0.058,0.9677,1
2022/10/3,0.36,4.172,0.466,2.8521,5
2022/10/4,0.234,4.406,0.361,4.5994,5
2022/10/5,0.087,2.704,0.208,2.8954,3
2022/10/6,0.093,1.778,0.13,0.0793,2
2022/10/7,0.256,3.44,0.304,-0.0872,4
2022/10/8,0.067,1.762,0.172,1.9569,2
2022/10/9,0.023,0.905,0.073,0.9929,1
2022/10/10,0.197,3.544,0.259,2.5158,4
2022/10/11,0.078,1.731,0.191,1.1718,2
2022/10/12,0.102,3.522,0.376,3.5703,4
2022/10/13,0.183,1.581,0.236,1.798,2
2022/10/14,0.081,0.869,0.05,-0.9769,1
2022/10/15,0.064,1.811,0.124,1.9666,2
2022/10/16,0.451,3.261,0.288,-3.9195,4
2022/10/17,0.155,2.558,0.288,1.0252,3
2022/10/18,0,0.992,0.008,0.3818,1
2022/10/19,0.074,1.714,0.212,1.9886,2
2022/10/20,0.404,6,0.595,4.3327,7
2022/10/21,0.166,2.57,0.263,2.7442,3
2022/10/22,0.034,0.87,0.095,0.997,1
2022/10/23,0.097,1.715,0.188,1.9631,2
2022/10/24,0.187,3.51,0.304,2.1027,4
2022/10/25,0.04,0.862,0.098,0.9953,1
2022/10/26,0.205,2.668,0.128,-2.5395,3
2022/10/27,0.114,1.635,0.25,1.9474,2
2022/10/28,0.726,10.225,1.048,5.7362,12
2022/10/29,0.072,0.83,0.099,0.9889,1
2022/10/30,0.095,1.735,0.17,1.9661,2
2022/10/31,0.081,2.655,0.264,2.9051,3
2022/11/1,0.143,3.611,0.246,3.5896,4
2022/11/2,0.077,1.74,0.183,1.9657,2
2022/11/3,0.456,5.991,0.552,1.2295,7
2022/11/4,0.163,1.696,0.142,-0.0895,2
2022/11/5,0.157,2.666,0.178,-0.9749,3
2022/11/6,0.144,1.723,0.133,-0.0042,2
2022/11/7,0.097,1.695,0.208,1.9878,2
2022/11/8,0.195,3.549,0.256,1.6608,4
2022/11/9,0.153,2.633,0.214,1.6674,3
2022/11/10,0.063,0.82,0.117,0.9959,1
2022/11/11,0.437,6.016,0.546,1.1467,7
2022/11/12,0.108,2.674,0.219,2.9498,3
2022/11/13,0.121,2.624,0.254,1.1643,3
2022/11/14,0.18,3.466,0.352,3.8127,4
2022/11/15,0.018,0.899,0.084,0.9954,1
2022/11/16,0.166,4.428,0.404,4.9016,5
2022/11/17,0.208,5.184,0.608,5.8934,6
2022/11/18,0.175,4.333,0.494,4.8244,5
2022/11/19,0.08,0.832,0.088,0.932,1
2022/11/21,0.24,4.219,0.541,4.9637,5
2022/11/22,0.177,1.595,0.228,1.9615,2
2022/11/23,0.104,1.728,0.167,1.1121,2
2022/11/24,0.083,1.704,0.213,1.9945,2
2022/11/25,0.056,0.9,0.044,0.1406,1
2022/11/27,0.173,2.526,0.301,2.9582,3
2022/11/28,0.26,2.488,0.251,-0.8282,3
2022/11/29,0.35,4.195,0.455,2.4318,5
2022/11/30,0.185,1.686,0.128,-0.0889,2
2022/12/1,0.08,1.792,0.128,0.1659,2
2022/12/2,0.028,1.879,0.092,1.9096,2
2022/12/4,0.038,0.901,0.061,0.9782,1
2022/12/5,0.154,1.631,0.214,1.8725,2
2022/12/6,0.029,0.894,0.078,0.9922,1
2022/12/8,0.241,3.423,0.334,3.8831,4
2022/12/9,0.303,4.124,0.571,4.8505,5
2022/12/11,0.346,5.074,0.58,2.1258,6
2022/12/12,0.289,3.301,0.41,2.8911,4
2022/12/14,0.15,1.682,0.168,-0.0091,2
2022/12/15,0.105,1.655,0.239,1.8861,2
2022/12/16,0.181,2.599,0.22,0.5397,3
2022/12/17,0.105,2.711,0.184,2.3398,3
2022/12/18,0.071,1.722,0.208,1.9823,2
2022/12/19,0.142,2.589,0.268,1.2163,3
2022/12/20,0.237,3.508,0.256,1.424,4
2022/12/21,0.116,2.659,0.226,2.6388,3
2022/12/22,0.187,1.665,0.147,-0.9923,2
2022/12/23,0.264,5.24,0.496,5.7588,6
2022/12/24,0.292,4.16,0.548,3.0763,5
2022/12/25,0.104,1.788,0.107,0.1623,2
2022/12/26,0.066,0.878,0.056,-0.7196,1
2022/12/27,0.138,2.492,0.371,2.9479,3
2022/12/28,0.207,4.458,0.337,3.3137,5
2022/12/29,0.312,3.219,0.469,3.7158,4
2022/12/30,0.289,3.27,0.442,1.5146,4
2022/12/31,0.136,1.73,0.134,0.0189,2
2023/1/1,0.055,0.875,0.07,0.9794,1